id_client,recency,frequency,CA,R_score,F_score,M_score,RFM_score,Segment,CanalAcquisition,Recurrent,profit
C1477,103,2,142.0578,1,2,1,4,À réactiver,Influenceur,1,14.183800000000009
C1478,25,1,350.724,3,1,2,6,Occasionnels,Instagram Ads,0,97.33400000000002
C1479,48,3,963.4265,2,3,3,8,Fidèles,Email,1,296.6785
C1480,96,2,990.9090000000001,1,2,3,6,À réactiver,Google Ads,1,225.419
C1481,129,1,53.8476,1,1,1,3,À réactiver,Google Ads,0,6.919599999999997
C1483,147,1,370.818,1,1,2,4,À réactiver,Instagram Ads,0,105.89599999999999
C1484,111,1,173.313,1,1,2,4,À réactiver,Influenceur,0,33.401
C1485,54,5,1221.1509999999998,2,3,3,8,Fidèles,Email,1,347.047
C1486,140,1,104.25869999999999,1,1,1,3,À réactiver,Email,0,25.8067
C1487,54,1,85.88719999999999,2,1,1,4,À réactiver,Influenceur,0,6.473199999999995
C1488,50,2,686.4522999999999,2,2,3,7,À réactiver,Google Ads,1,232.12829999999994
C1489,11,4,918.5006999999999,4,3,3,10,VIP,Influenceur,1,269.85869999999994
C1490,12,1,76.6296,4,1,1,6,Occasionnels,Instagram Ads,0,8.701599999999997
C1491,3,3,1369.3175999999999,4,3,3,10,VIP,Instagram Ads,1,457.07360000000006
C1493,123,1,313.9045,1,1,2,4,À réactiver,Influenceur,0,93.95449999999998
C1494,43,1,27.642000000000003,2,1,1,4,À réactiver,Instagram Ads,0,-7.4999999999999964
C1495,2,2,1097.2014,4,2,3,9,Fidèles,Instagram Ads,1,316.13939999999997
C1496,76,2,140.1902,2,2,1,5,À réactiver,Influenceur,1,17.2802
C1497,121,1,28.072499999999998,1,1,1,3,À réactiver,Influenceur,0,-10.717500000000005
C1498,96,1,137.29379999999998,1,1,1,3,À réactiver,Google Ads,0,41.329799999999985
C1500,56,3,430.88370000000003,2,3,2,7,Occasionnels,Google Ads,1,93.92970000000003
C1501,49,1,681.9582,2,1,3,6,À réactiver,Instagram Ads,0,192.01220000000006
C1503,12,3,1662.2133999999999,4,3,3,10,VIP,Influenceur,1,577.7654
C1504,4,5,735.2881000000001,4,3,3,10,VIP,Instagram Ads,1,173.9101000000001
C1505,37,3,1741.2615,2,3,3,8,Fidèles,Instagram Ads,1,547.0515
C1506,171,1,997.6514999999999,1,1,3,5,À réactiver,Instagram Ads,0,223.57150000000001
C1507,70,2,174.93009999999998,2,2,2,6,À réactiver,Instagram Ads,1,15.254100000000001
C1508,47,1,51.2622,2,1,1,4,À réactiver,Email,0,14.644200000000001
C1510,41,4,538.8462,2,3,2,7,Occasionnels,Email,1,135.2782
C1511,6,4,1726.5472,4,3,3,10,VIP,Instagram Ads,1,572.3212
C1512,118,3,445.7864,1,3,2,6,Occasionnels,Google Ads,1,139.78840000000002
C1513,5,4,1451.0012,4,3,3,10,VIP,Instagram Ads,1,436.8292
C1514,32,4,517.0941,3,3,2,8,Fidèles,Instagram Ads,1,99.9601
C1516,27,1,94.4424,3,1,1,5,Occasionnels,Instagram Ads,0,0.40440000000000964
C1517,132,1,1326.5054999999998,1,1,3,5,À réactiver,Email,0,466.7154999999998
C1518,6,2,140.5375,4,2,1,7,Occasionnels,Google Ads,1,28.657500000000006
C1519,106,2,330.6327,1,2,2,5,À réactiver,Instagram Ads,1,87.66270000000002
C1520,15,5,1475.8953999999999,3,4,3,10,VIP,Email,1,481.6114
C1522,3,2,1159.008,4,2,3,9,Fidèles,Influenceur,1,403.36799999999994
C1523,73,2,68.613,2,2,1,5,À réactiver,Email,1,-5.526999999999994
C1524,33,4,1498.616,3,3,3,9,Fidèles,Email,1,420.96400000000006
C1525,24,2,65.97059999999999,3,2,1,6,Occasionnels,Email,1,4.174599999999998
C1526,179,1,21.8595,1,1,1,3,À réactiver,Email,0,2.5734999999999992
C1527,137,2,898.7076000000001,1,2,3,6,À réactiver,Instagram Ads,1,148.7416000000001
C1529,121,4,765.1845000000001,1,3,3,7,Occasionnels,Influenceur,1,146.6345
C1530,26,2,388.16450000000003,3,2,2,7,Occasionnels,Influenceur,1,83.56850000000003
C1531,29,2,658.4706,3,2,3,8,Fidèles,Email,1,222.54460000000006
C1532,30,2,1378.347,3,2,3,8,Fidèles,Email,1,466.6950000000001
C1533,131,1,74.9412,1,1,1,3,À réactiver,Email,0,12.139200000000002
C1534,136,2,636.5744,1,2,3,6,À réactiver,Google Ads,1,203.36440000000002
C1535,129,3,1102.7604000000001,1,3,3,7,Occasionnels,Instagram Ads,1,311.6604000000001
C1536,183,1,26.388399999999997,1,1,1,3,À réactiver,Instagram Ads,0,-18.1276
C1538,132,1,822.9888,1,1,3,5,À réactiver,Google Ads,0,284.81679999999994
C1539,14,4,3058.9675,3,3,4,10,VIP,Instagram Ads,1,1084.6995000000002
C1540,26,3,953.3692000000001,3,3,3,9,Fidèles,Google Ads,1,331.95720000000006
C1541,97,2,197.0688,1,2,2,5,À réactiver,Email,1,42.916799999999995
C1542,69,4,1241.6126,2,3,3,8,Fidèles,Email,1,376.3225999999999
C1543,77,2,730.9544999999999,2,2,3,7,À réactiver,Google Ads,1,250.8585
C1544,47,1,18.954,2,1,1,4,À réactiver,Google Ads,0,-2.161999999999999
C1545,111,1,420.5656,1,1,2,4,À réactiver,Email,0,136.29960000000003
C1546,11,2,938.6424000000001,4,2,3,9,Fidèles,Instagram Ads,1,283.5364000000001
C1547,20,2,91.9723,3,2,1,6,Occasionnels,Influenceur,1,-6.2357
C1548,22,5,750.5296000000001,3,4,3,10,VIP,Influenceur,1,208.37760000000006
C1549,9,2,585.5988,4,2,2,8,Fidèles,Instagram Ads,1,111.88479999999996
C1550,22,5,480.1006,3,4,2,9,Fidèles,Email,1,67.73860000000006
C1551,34,5,915.3167,3,4,3,10,VIP,Instagram Ads,1,131.4947
C1554,29,2,1715.7449999999997,3,2,3,8,Fidèles,Influenceur,1,606.3349999999999
C1555,24,5,1093.0891,3,4,3,10,VIP,Instagram Ads,1,314.10110000000003
C1556,140,1,226.43280000000001,1,1,2,4,À réactiver,Instagram Ads,0,59.94680000000002
C1557,60,1,7.392,2,1,1,4,À réactiver,Instagram Ads,0,-15.757999999999997
C1558,24,3,561.499,3,3,2,8,Fidèles,Email,1,123.68500000000003
C1559,7,3,122.6212,4,3,1,8,Fidèles,Instagram Ads,1,1.8672000000000057
C1560,9,5,2062.581,4,4,4,12,VIP,Instagram Ads,1,663.253
C1562,49,3,649.8039,2,3,3,8,Fidèles,Google Ads,1,184.8539
C1566,100,1,16.6842,1,1,1,3,À réactiver,Google Ads,0,-3.8798000000000012
C1567,28,3,191.01850000000002,3,3,2,8,Fidèles,Instagram Ads,1,-7.511499999999996
C1569,34,2,534.2864,3,2,2,7,Occasionnels,Instagram Ads,1,183.73439999999997
C1570,1,3,1913.0042999999998,4,3,4,11,VIP,Instagram Ads,1,423.5943
C1571,57,2,433.0974,2,2,2,6,À réactiver,Instagram Ads,1,95.7954
C1573,81,2,85.9218,1,2,1,4,À réactiver,Email,1,-6.440199999999997
C1574,65,2,220.38490000000002,2,2,2,6,À réactiver,Influenceur,1,30.60690000000003
C1575,166,1,278.8604,1,1,2,4,À réactiver,Instagram Ads,0,79.13640000000002
C1576,32,1,148.94299999999998,3,1,1,5,Occasionnels,Email,0,45.98299999999999
C1577,140,1,25.6578,1,1,1,3,À réactiver,Influenceur,0,-14.626199999999997
C1578,53,2,488.185,2,2,2,6,À réactiver,Instagram Ads,1,140.285
C1579,112,1,53.168600000000005,1,1,1,3,À réactiver,Instagram Ads,0,-5.075399999999995
C1582,11,4,2502.1615,4,3,4,11,VIP,Instagram Ads,1,771.4635000000001
C1583,144,3,151.506,1,3,1,5,Occasionnels,Instagram Ads,1,8.464000000000006
C1584,172,1,152.2803,1,1,1,3,À réactiver,Email,0,54.64630000000001
C1586,38,1,335.38050000000004,2,1,2,5,À réactiver,Influenceur,0,103.22050000000004
C1587,37,1,1230.5445,2,1,3,6,À réactiver,Email,0,449.85850000000005
C1588,124,2,1350.7730000000001,1,2,3,6,À réactiver,Influenceur,1,457.23300000000006
C1589,101,4,607.5171,1,3,3,7,Occasionnels,Google Ads,1,152.31109999999998
C1590,105,2,436.19149999999996,1,2,2,5,À réactiver,Instagram Ads,1,95.88550000000001
C1593,115,2,120.9164,1,2,1,4,À réactiver,Instagram Ads,1,11.134399999999996
C1595,36,2,1674.1865,2,2,3,7,À réactiver,Instagram Ads,1,358.61650000000003
C1596,35,2,863.1388,2,2,3,7,À réactiver,Google Ads,1,293.4007999999999
C1597,32,2,503.5674,3,2,2,7,Occasionnels,Instagram Ads,1,149.75140000000002
C1598,161,2,151.69330000000002,1,2,1,4,À réactiver,Google Ads,1,20.50930000000001
C1599,76,2,496.082,2,2,2,6,À réactiver,Instagram Ads,1,124.72800000000004
C1600,69,4,1061.8989,2,3,3,8,Fidèles,Email,1,280.8629
C1601,13,2,569.0681999999999,3,2,2,7,Occasionnels,Email,1,194.65220000000002
C1602,16,1,61.88159999999999,3,1,1,5,Occasionnels,Email,0,12.049599999999998
C1604,75,1,120.28080000000001,2,1,1,4,À réactiver,Google Ads,0,32.19680000000001
C1606,154,1,489.294,1,1,2,4,À réactiver,Instagram Ads,0,146.358
C1607,1,5,1043.8609999999999,4,4,3,11,VIP,Google Ads,1,229.415
C1609,11,2,206.5301,4,2,2,8,Fidèles,Email,1,24.92610000000002
C1610,25,2,394.38840000000005,3,2,2,7,Occasionnels,Influenceur,1,95.30040000000002
C1611,39,1,527.1881999999999,2,1,2,5,À réactiver,Instagram Ads,0,92.58219999999994
C1612,29,1,31.23,3,1,1,5,Occasionnels,Email,0,-3.003999999999998
C1613,17,4,1437.0203000000001,3,3,3,9,Fidèles,Google Ads,1,435.0923
C1614,8,1,542.2664,4,1,2,7,Occasionnels,Google Ads,0,177.2944
C1615,30,3,327.78450000000004,3,3,2,8,Fidèles,Instagram Ads,1,48.04650000000002
C1616,109,2,1041.72,1,2,3,6,À réactiver,Google Ads,1,315.3280000000001
C1617,10,3,516.7735,4,3,2,9,Fidèles,Instagram Ads,1,155.4155
C1618,2,4,1457.8528999999999,4,3,3,10,VIP,Influenceur,1,443.50890000000004
C1619,78,4,1094.9758000000002,2,3,3,8,Fidèles,Email,1,328.1398000000001
C1620,23,2,91.2216,3,2,1,6,Occasionnels,Instagram Ads,1,-14.020399999999993
C1621,173,1,1223.5158,1,1,3,5,À réactiver,Instagram Ads,0,361.89179999999993
C1622,44,2,861.2773,2,2,3,7,À réactiver,Instagram Ads,1,201.14529999999996
C1626,86,4,1350.4853999999998,1,3,3,7,Occasionnels,Instagram Ads,1,410.41139999999996
C1627,178,1,68.54400000000001,1,1,1,3,À réactiver,Instagram Ads,0,0.9760000000000097
C1628,61,1,159.29359999999997,2,1,2,5,À réactiver,Instagram Ads,0,27.561599999999984
C1629,81,3,497.333,1,3,2,6,Occasionnels,Google Ads,1,120.18700000000004
C1630,122,1,74.814,1,1,1,3,À réactiver,Instagram Ads,0,-9.166000000000004
C1631,68,1,26.6822,2,1,1,4,À réactiver,Instagram Ads,0,-4.535799999999998
C1632,133,1,938.7233999999999,1,1,3,5,À réactiver,Instagram Ads,0,323.13539999999995
C1634,130,1,820.5246,1,1,3,5,À réactiver,Email,0,314.1426
C1635,175,1,159.138,1,1,2,4,À réactiver,Instagram Ads,0,40.906000000000006
C1636,114,2,1316.12,1,2,3,6,À réactiver,Google Ads,1,437.88999999999976
C1637,40,2,117.4362,2,2,1,5,À réactiver,Instagram Ads,1,16.5822
C1638,31,3,390.56850000000003,3,3,2,8,Fidèles,Instagram Ads,1,61.13850000000003
C1639,38,4,612.8174,2,3,3,8,Fidèles,Instagram Ads,1,101.59940000000003
C1641,153,2,371.90700000000004,1,2,2,5,À réactiver,Influenceur,1,95.85900000000002
C1642,78,3,346.27380000000005,2,3,2,7,Occasionnels,Instagram Ads,1,68.92580000000002
C1643,6,3,791.854,4,3,3,10,VIP,Influenceur,1,258.422
C1644,1,3,2113.0022,4,3,4,11,VIP,Google Ads,1,709.2742000000001
C1645,56,1,97.2,2,1,1,4,À réactiver,Google Ads,0,26.400000000000006
C1646,31,1,112.6872,3,1,1,5,Occasionnels,Instagram Ads,0,12.87520000000001
C1647,21,4,1045.2024,3,3,3,9,Fidèles,Influenceur,1,283.54639999999995
C1648,2,1,44.63100000000001,4,1,1,6,Occasionnels,Google Ads,0,5.287000000000006
C1649,163,1,21.572999999999997,1,1,1,3,À réactiver,Instagram Ads,0,-17.105000000000004
C1650,128,1,76.29820000000001,1,1,1,3,À réactiver,Influenceur,0,-3.439799999999984
C1651,112,3,2111.0150000000003,1,3,4,8,Fidèles,Email,1,730.8210000000001
C1653,29,2,570.3444000000001,3,2,2,7,Occasionnels,Influenceur,1,193.0024000000001
C1654,2,1,494.7124,4,1,2,7,Occasionnels,Email,0,159.12840000000003
C1655,112,1,158.23949999999996,1,1,1,3,À réactiver,Instagram Ads,0,27.179499999999976
C1656,18,2,116.4588,3,2,1,6,Occasionnels,Email,1,18.330800000000004
C1657,17,1,411.2563,3,1,2,6,Occasionnels,Influenceur,0,129.7283
C1658,63,1,292.6638,2,1,2,5,À réactiver,Instagram Ads,0,48.84780000000001
C1659,20,3,2331.5517999999997,3,3,4,10,VIP,Influenceur,1,837.8157999999999
C1660,119,2,212.84159999999997,1,2,2,5,À réactiver,Email,1,52.8076
C1661,177,1,30.9372,1,1,1,3,À réactiver,Instagram Ads,0,-9.108800000000002
C1662,104,2,1887.1944000000003,1,2,3,6,À réactiver,Google Ads,1,613.8244000000002
C1663,11,4,839.004,4,3,3,10,VIP,Email,1,248.84600000000006
C1664,55,2,527.6847,2,2,2,6,À réactiver,Google Ads,1,111.58470000000001
C1665,21,2,151.8333,3,2,1,6,Occasionnels,Instagram Ads,1,27.671299999999995
C1666,168,1,17.991,1,1,1,3,À réactiver,Email,0,2.0370000000000017
C1667,13,4,2475.6904999999997,3,3,4,10,VIP,Email,1,711.4024999999999
C1670,149,1,100.2108,1,1,1,3,À réactiver,Google Ads,0,2.7987999999999964
C1671,3,2,203.7521,4,2,2,8,Fidèles,Google Ads,1,44.62610000000001
C1672,4,5,1107.5405,4,4,3,11,VIP,Google Ads,1,340.7445
C1673,19,4,1647.9335999999998,3,3,3,9,Fidèles,Instagram Ads,1,523.9255999999999
C1675,61,2,1193.9576,2,2,3,7,À réactiver,Email,1,427.91759999999994
C1676,23,3,2311.2122000000004,3,3,4,10,VIP,Instagram Ads,1,737.1822000000001
C1677,25,2,367.2968,3,2,2,7,Occasionnels,Google Ads,1,98.36880000000004
C1678,88,1,604.926,1,1,3,5,À réactiver,Google Ads,0,187.12200000000004
C1679,76,1,53.395199999999996,2,1,1,4,À réactiver,Influenceur,0,11.763199999999996
C1680,86,4,1955.8,1,3,4,8,Fidèles,Instagram Ads,1,632.9159999999999
C1682,71,1,48.3006,2,1,1,4,À réactiver,Email,0,1.916600000000006
C1683,165,1,157.5816,1,1,1,3,À réactiver,Email,0,50.747600000000006
C1684,74,2,230.6511,2,2,2,6,À réactiver,Google Ads,1,29.405100000000022
C1685,43,1,24.7425,2,1,1,4,À réactiver,Instagram Ads,0,-15.9115
C1686,74,5,1977.9962,2,4,4,10,VIP,Email,1,662.3282
C1687,9,2,841.2792999999999,4,2,3,9,Fidèles,Influenceur,1,274.7893
C1688,116,3,753.808,1,3,3,7,Occasionnels,Email,1,214.89799999999997
C1690,23,1,74.25,3,1,1,5,Occasionnels,Influenceur,0,-6.829999999999998
C1693,102,2,1842.7395000000001,1,2,3,6,À réactiver,Instagram Ads,1,634.9615
C1696,27,2,223.6187,3,2,2,7,Occasionnels,Instagram Ads,1,26.6947
C1697,17,1,165.71519999999998,3,1,2,6,Occasionnels,Instagram Ads,0,35.62719999999999
C1699,154,2,196.2094,1,2,2,5,À réactiver,Instagram Ads,1,44.727399999999996
C1700,56,2,376.2516,2,2,2,6,À réactiver,Email,1,75.65360000000005
C1702,131,2,708.9390999999999,1,2,3,6,À réactiver,Influenceur,1,233.97309999999996
C1703,151,1,655.96,1,1,3,5,À réactiver,Google Ads,0,246.864
C1704,19,5,2340.8736,3,4,4,11,VIP,Influenceur,1,564.7296
C1705,31,1,323.9358,3,1,2,6,Occasionnels,Instagram Ads,0,85.51180000000001
C1706,46,2,83.5938,2,2,1,5,À réactiver,Instagram Ads,1,-1.7521999999999949
C1707,11,2,265.0647,4,2,2,8,Fidèles,Email,1,77.32869999999997
C1708,105,2,659.6660999999999,1,2,3,6,À réactiver,Google Ads,1,171.9641
C1710,22,3,1144.8464999999999,3,3,3,9,Fidèles,Influenceur,1,351.37249999999995
C1711,34,2,561.2526,3,2,2,7,Occasionnels,Instagram Ads,1,147.55660000000003
C1712,65,3,601.6734,2,3,3,8,Fidèles,Email,1,121.70340000000007
C1713,156,1,191.78459999999998,1,1,2,4,À réactiver,Email,0,60.34259999999998
C1714,83,1,68.6208,1,1,1,3,À réactiver,Google Ads,0,16.192800000000005
C1715,36,2,142.30949999999999,2,2,1,5,À réactiver,Instagram Ads,1,15.467500000000003
C1718,34,3,653.1887999999999,3,3,3,9,Fidèles,Instagram Ads,1,186.9368
C1719,92,1,60.656200000000005,1,1,1,3,À réactiver,Instagram Ads,0,-5.78179999999999
C1720,22,2,58.3896,3,2,1,6,Occasionnels,Email,1,-1.1723999999999997
C1721,108,2,117.4044,1,2,1,4,À réactiver,Google Ads,1,12.290400000000005
C1722,124,2,48.6885,1,2,1,4,À réactiver,Email,1,-2.0414999999999983
C1723,19,4,198.2903,3,3,2,8,Fidèles,Google Ads,1,-0.19569999999998444
C1724,14,3,1214.1182,3,3,3,9,Fidèles,Instagram Ads,1,288.81820000000005
C1725,119,1,319.55219999999997,1,1,2,4,À réactiver,Email,0,118.45419999999999
C1726,51,2,389.52579999999995,2,2,2,6,À réactiver,Influenceur,1,124.49179999999998
C1730,6,2,185.4484,4,2,2,8,Fidèles,Google Ads,1,42.4144
C1731,36,1,23.49,2,1,1,4,À réactiver,Influenceur,0,-15.02
C1733,110,1,199.29000000000002,1,1,2,4,À réactiver,Google Ads,0,55.15000000000001
C1734,124,2,271.977,1,2,2,5,À réactiver,Email,1,69.10499999999996
C1735,44,1,1124.757,2,1,3,6,À réactiver,Google Ads,0,394.017
C1736,41,2,467.163,2,2,2,6,À réactiver,Instagram Ads,1,119.537
C1738,4,2,100.43690000000001,4,2,1,7,Occasionnels,Influenceur,1,-15.353099999999994
C1739,78,3,841.6347,2,3,3,8,Fidèles,Instagram Ads,1,210.6587
C1740,28,3,206.4701,3,3,2,8,Fidèles,Instagram Ads,1,10.522099999999995
C1741,14,1,363.0075,3,1,2,6,Occasionnels,Instagram Ads,0,92.94749999999999
C1742,72,4,2412.7621999999997,2,3,4,9,Fidèles,Google Ads,1,785.1981999999997
C1743,16,2,696.3957,3,2,3,8,Fidèles,Influenceur,1,232.5097
C1744,3,2,478.72099999999995,4,2,2,8,Fidèles,Influenceur,1,151.54099999999997
C1745,76,2,565.7494,2,2,2,6,À réactiver,Email,1,189.52339999999998
C1746,18,4,690.3012000000001,3,3,3,9,Fidèles,Instagram Ads,1,155.69720000000007
C1747,98,2,434.98799999999994,1,2,2,5,À réactiver,Instagram Ads,1,106.392
C1748,27,2,1026.954,3,2,3,8,Fidèles,Google Ads,1,354.33399999999995
C1749,52,2,259.9248,2,2,2,6,À réactiver,Instagram Ads,1,73.39280000000001
C1750,105,2,87.92920000000001,1,2,1,4,À réactiver,Email,1,3.545200000000003
C1751,6,3,299.9826,4,3,2,9,Fidèles,Google Ads,1,46.09260000000002
C1753,71,2,158.5347,2,2,2,6,À réactiver,Instagram Ads,1,-0.5532999999999966
C1756,23,1,46.007999999999996,3,1,1,5,Occasionnels,Instagram Ads,0,0.9259999999999984
C1757,28,2,109.9872,3,2,1,6,Occasionnels,Influenceur,1,-14.164799999999996
C1759,76,1,99.8634,2,1,1,4,À réactiver,Google Ads,0,25.579400000000007
C1760,38,5,1368.3115,2,4,3,9,Fidèles,Influenceur,1,359.1895
C1761,7,2,567.1914,4,3,2,9,Fidèles,Google Ads,1,171.6894000000001
C1762,103,1,6.228,1,1,1,3,À réactiver,Influenceur,0,-24.394
C1765,138,2,399.279,1,3,2,6,Occasionnels,Google Ads,1,100.08100000000003
C1766,24,1,89.36059999999999,3,1,1,5,Occasionnels,Instagram Ads,0,-1.2653999999999996
C1767,57,1,94.4229,2,1,1,4,À réactiver,Instagram Ads,0,0.20890000000000164
C1768,71,1,1166.6532,2,1,3,6,À réactiver,Instagram Ads,0,226.14120000000005
C1769,61,3,932.9256000000001,2,3,3,8,Fidèles,Google Ads,1,283.0736000000001
C1770,20,3,1443.9553999999998,3,3,3,9,Fidèles,Google Ads,1,494.0113999999998
C1771,54,2,104.1871,2,3,1,6,Occasionnels,Email,1,7.139100000000006
C1772,85,3,959.3194,1,3,3,7,Occasionnels,Instagram Ads,1,187.43940000000003
C1773,113,3,746.8115,1,3,3,7,Occasionnels,Google Ads,1,232.09150000000005
C1774,40,2,485.73720000000003,2,3,2,7,Occasionnels,Influenceur,1,161.63120000000004
C1775,156,1,27.5912,1,1,1,3,À réactiver,Email,0,0.009199999999999875
C1776,9,3,364.8758,4,3,2,9,Fidèles,Influenceur,1,25.391800000000014
C1777,28,1,36.514799999999994,3,1,1,5,Occasionnels,Influenceur,0,-8.711200000000005
C1778,13,1,32.6274,3,1,1,5,Occasionnels,Instagram Ads,0,-9.380599999999998
C1780,59,3,299.4567,2,3,2,7,Occasionnels,Email,1,78.49469999999998
C1781,164,1,14.363199999999999,1,1,1,3,À réactiver,Instagram Ads,0,-19.3448
C1782,44,2,844.6682000000001,2,3,3,8,Fidèles,Instagram Ads,1,241.11020000000002
C1783,148,1,44.197399999999995,1,1,1,3,À réactiver,Instagram Ads,0,3.8613999999999997
C1784,35,3,563.6234999999999,2,3,2,7,Occasionnels,Google Ads,1,138.22950000000003
C1785,67,3,1299.1116000000002,2,3,3,8,Fidèles,Email,1,370.1016000000001
C1787,156,2,119.9382,1,3,1,5,Occasionnels,Email,1,8.042200000000005
C1788,53,2,91.2672,2,3,1,6,Occasionnels,Instagram Ads,1,-4.99879999999999
C1789,30,1,311.85560000000004,3,1,2,6,Occasionnels,Google Ads,0,106.87360000000002
C1790,66,2,148.624,2,3,1,6,Occasionnels,Email,1,27.613999999999997
C1791,90,2,516.4752,1,3,2,6,Occasionnels,Email,1,116.49920000000002
C1793,2,6,2692.4253000000003,4,4,4,12,VIP,Instagram Ads,1,793.9873000000003
C1794,168,2,131.155,1,3,1,5,Occasionnels,Email,1,18.709000000000003
C1795,51,3,1188.5892000000001,2,3,3,8,Fidèles,Instagram Ads,1,253.41319999999996
C1797,4,3,278.3292,4,3,2,9,Fidèles,Influenceur,1,50.26120000000002
C1798,17,5,3630.2178000000004,3,4,4,11,VIP,Email,1,1186.3318000000004
C1799,5,2,120.738,4,3,1,8,Fidèles,Instagram Ads,1,18.421999999999997
C1800,74,4,1957.7008,2,3,4,9,Fidèles,Instagram Ads,1,680.0108
C1802,177,2,640.7897999999999,1,3,3,7,Occasionnels,Instagram Ads,1,226.81779999999995
C1803,65,3,2710.2228,2,3,4,9,Fidèles,Google Ads,1,915.1748
C1807,135,1,810.3574,1,1,3,5,À réactiver,Email,0,301.1154
C1808,177,1,124.78599999999999,1,1,1,3,À réactiver,Google Ads,0,23.616
C1809,78,2,1552.1478000000002,2,3,3,8,Fidèles,Google Ads,1,489.0138000000002
C1810,140,4,308.0157,1,3,2,6,Occasionnels,Influenceur,1,53.61770000000001
C1812,29,4,361.03430000000003,3,3,2,8,Fidèles,Email,1,82.8323
C1813,46,2,359.4578,2,3,2,7,Occasionnels,Google Ads,1,50.42780000000003
C1814,61,1,21.7168,2,1,1,4,À réactiver,Influenceur,0,-13.5592
C1815,71,1,1289.061,2,1,3,6,À réactiver,Instagram Ads,0,411.067
C1816,20,1,709.8352,3,1,3,7,Occasionnels,Google Ads,0,238.55920000000006
C1817,17,5,1102.1925999999999,3,4,3,10,VIP,Email,1,272.25260000000003
C1818,47,2,173.0442,2,3,2,7,Occasionnels,Instagram Ads,1,9.484199999999998
C1822,55,1,1875.3495,2,1,3,6,À réactiver,Email,0,707.7195
C1823,33,3,881.874,3,3,3,9,Fidèles,Google Ads,1,238.50400000000002
C1825,40,2,923.3718,2,3,3,8,Fidèles,Instagram Ads,1,233.52380000000005
C1826,102,1,23.9876,1,1,1,3,À réactiver,Google Ads,0,-0.6683999999999983
C1827,13,4,562.8648000000001,3,3,2,8,Fidèles,Instagram Ads,1,151.56680000000006
C1828,9,3,893.9952,4,3,3,10,VIP,Instagram Ads,1,250.25920000000002
C1830,128,2,710.9536,1,3,3,7,Occasionnels,Google Ads,1,232.16760000000005
C1832,169,1,902.0232000000001,1,1,3,5,À réactiver,Email,0,308.62720000000013
C1833,33,1,132.3777,3,1,1,5,Occasionnels,Instagram Ads,0,34.285700000000006
C1834,89,2,1081.9575,1,3,3,7,Occasionnels,Instagram Ads,1,239.84950000000006
C1835,63,1,24.5376,2,2,1,5,À réactiver,Instagram Ads,0,-13.6584
C1836,46,4,1932.2922000000003,2,3,4,9,Fidèles,Instagram Ads,1,556.7242000000001
C1837,23,1,1528.702,3,2,3,8,Fidèles,Email,0,583.2819999999999
C1838,81,2,199.41359999999997,1,3,2,6,Occasionnels,Google Ads,1,22.7896
C1839,98,3,186.83089999999999,1,3,2,6,Occasionnels,Email,1,22.5269
C1840,105,1,97.60499999999999,1,2,1,4,À réactiver,Instagram Ads,0,19.694999999999997
C1842,52,2,267.957,2,3,2,7,Occasionnels,Influenceur,1,47.643
C1843,89,2,96.09540000000001,1,3,1,5,Occasionnels,Instagram Ads,1,-4.720599999999996
C1845,77,2,2030.3815,2,3,4,9,Fidèles,Google Ads,1,777.7535000000001
C1847,5,5,1645.7541,4,4,3,11,VIP,Instagram Ads,1,449.81810000000013
C1848,87,2,86.09580000000001,1,3,1,5,Occasionnels,Instagram Ads,1,2.2578000000000085
C1849,57,2,522.8348,2,3,2,7,Occasionnels,Influenceur,1,151.9788
C1850,20,3,1181.4579,3,3,3,9,Fidèles,Google Ads,1,390.7479000000001
C1851,11,1,93.53960000000001,4,2,1,7,Occasionnels,Instagram Ads,0,5.1716000000000015
C1853,145,1,58.3176,1,2,1,4,À réactiver,Email,0,14.143600000000003
C1854,85,1,1582.173,1,2,3,6,À réactiver,Instagram Ads,0,506.1410000000001
C1855,45,1,620.964,2,2,3,7,À réactiver,Instagram Ads,0,194.38800000000006
C1857,69,2,350.02919999999995,2,3,2,7,Occasionnels,Google Ads,1,85.10719999999999
C1858,20,4,1324.9447,3,3,3,9,Fidèles,Google Ads,1,390.9087
C1859,13,1,76.1186,3,2,1,6,Occasionnels,Instagram Ads,0,7.302599999999998
C1860,75,1,403.0932,2,2,2,6,À réactiver,Email,0,149.2572
C1861,109,1,32.9294,1,2,1,4,À réactiver,Influenceur,0,-13.634599999999999
C1862,133,1,333.17,1,2,2,5,À réactiver,Google Ads,0,122.368
C1863,8,3,192.7431,4,3,2,9,Fidèles,Influenceur,1,32.443099999999994
C1864,133,1,746.453,1,2,3,6,À réactiver,Email,0,267.889
C1865,80,3,195.5328,1,3,2,6,Occasionnels,Google Ads,1,16.684800000000003
C1866,33,4,480.40389999999996,3,3,2,8,Fidèles,Influenceur,1,118.47389999999997
C1867,28,1,1213.0008,3,2,3,8,Fidèles,Instagram Ads,0,374.3248
C1868,44,1,342.4332,2,2,2,6,À réactiver,Email,0,109.52720000000001
C1869,75,2,50.911699999999996,2,3,1,6,Occasionnels,Instagram Ads,1,-4.440300000000001
C1870,172,1,1398.4092,1,2,3,6,À réactiver,Instagram Ads,0,467.80320000000006
C1871,23,2,113.9376,3,3,1,7,Occasionnels,Email,1,0.7496000000000045
